Form,Section,QuestionKey,order,Question,Code Set,Valid Choice,Choice Code,Code Value Comment,PARENT comment,GRAND comment,GREAT comment,ANTIQUITY Comment
Form-Admission,Section GG,GG0130E2-ADMISSION,NULL,"Shower/bathe self: The ability to bathe self, including washing, rinsing, and drying self (excludes washing of back and hair). Does not include transferring in/out of tub/shower.",297,"Not applicable - Not attempted and the patient did not perform this activity prior to the current illness, exacerbation, or injury.",9,NULL,NULL,NULL,NULL,NULL
Form-Admission,Section GG,GG0130E2-ADMISSION,NULL,"Shower/bathe self: The ability to bathe self, including washing, rinsing, and drying self (excludes washing of back and hair). Does not include transferring in/out of tub/shower.",297,"Not attempted due to environmental limitations (e.g., lack of equipment, weather constraints)",10,NULL,NULL,NULL,NULL,NULL
Form-Admission,Section GG,GG0130E2-ADMISSION,NULL,"Shower/bathe self: The ability to bathe self, including washing, rinsing, and drying self (excludes washing of back and hair). Does not include transferring in/out of tub/shower.",297,Not attempted due to medical condition or safety concerns,88,NULL,NULL,NULL,NULL,NULL
Form-Admission,Section GG,GG0130F1-ADMISSION,NULL,"Upper body dressing: The ability to dress and undress above the waist; including fasteners, if applicable.",297,"Dependent - Helper does ALL of the effort. Patient does none of the effort to complete the activity. Or, the assistance of 2 or more helpers is required for the patient to complete the activity.",1,NULL,NULL,NULL,NULL,NULL
Form-Admission,Section GG,GG0130F1-ADMISSION,NULL,"Upper body dressing: The ability to dress and undress above the waist; including fasteners, if applicable.",297,Substantial/maximal assistance - Helper does MORE THAN HALF the effort. Helper lifts or holds trunk or limbs and provides more than half the effort.,2,NULL,NULL,NULL,NULL,NULL
Form-Admission,Section GG,GG0130F1-ADMISSION,NULL,"Upper body dressing: The ability to dress and undress above the waist; including fasteners, if applicable.",297,"Partial/moderate assistance - Helper does LESS THAN HALF the effort. Helper lifts, holds or supports trunk or limbs, but provides less than half the effort.",3,NULL,NULL,NULL,NULL,NULL
Form-Admission,Section GG,GG0130F1-ADMISSION,NULL,"Upper body dressing: The ability to dress and undress above the waist; including fasteners, if applicable.",297,Supervision or touching assistance - Helper provides verbal cues and/or touching/steadying and/or contact guard assistance as patient completes activity. Assistance may be provided throughout the activity or intermittently.,4,NULL,NULL,NULL,NULL,NULL
Form-Admission,Section GG,GG0130F1-ADMISSION,NULL,"Upper body dressing: The ability to dress and undress above the waist; including fasteners, if applicable.",297,Setup or clean-up assistance - Helper sets up or cleans up; patient completes activity. Helper assists only prior to or following the activity.,5,NULL,NULL,NULL,NULL,NULL
Form-Admission,Section GG,GG0130F1-ADMISSION,NULL,"Upper body dressing: The ability to dress and undress above the waist; including fasteners, if applicable.",297,Independent - Patient completes the activity by him/herself with no assistance from a helper.,6,NULL,NULL,NULL,NULL,NULL
Form-Admission,Section GG,GG0130F1-ADMISSION,NULL,"Upper body dressing: The ability to dress and undress above the waist; including fasteners, if applicable.",297,Patient refused,7,NULL,NULL,NULL,NULL,NULL
Form-Admission,Section GG,GG0130F1-ADMISSION,NULL,"Upper body dressing: The ability to dress and undress above the waist; including fasteners, if applicable.",297,"Not applicable - Not attempted and the patient did not perform this activity prior to the current illness, exacerbation, or injury.",9,NULL,NULL,NULL,NULL,NULL
Form-Admission,Section GG,GG0130F1-ADMISSION,NULL,"Upper body dressing: The ability to dress and undress above the waist; including fasteners, if applicable.",297,"Not attempted due to environmental limitations (e.g., lack of equipment, weather constraints)",10,NULL,NULL,NULL,NULL,NULL
Form-Admission,Section GG,GG0130F1-ADMISSION,NULL,"Upper body dressing: The ability to dress and undress above the waist; including fasteners, if applicable.",297,Not attempted due to medical condition or safety concerns,88,NULL,NULL,NULL,NULL,NULL
Form-Admission,Section GG,GG0130F2-ADMISSION,NULL,"Upper body dressing: The ability to dress and undress above the waist; including fasteners, if applicable.",297,"Dependent - Helper does ALL of the effort. Patient does none of the effort to complete the activity. Or, the assistance of 2 or more helpers is required for the patient to complete the activity.",1,NULL,NULL,NULL,NULL,NULL
Form-Admission,Section GG,GG0130F2-ADMISSION,NULL,"Upper body dressing: The ability to dress and undress above the waist; including fasteners, if applicable.",297,Substantial/maximal assistance - Helper does MORE THAN HALF the effort. Helper lifts or holds trunk or limbs and provides more than half the effort.,2,NULL,NULL,NULL,NULL,NULL
Form-Admission,Section GG,GG0130F2-ADMISSION,NULL,"Upper body dressing: The ability to dress and undress above the waist; including fasteners, if applicable.",297,"Partial/moderate assistance - Helper does LESS THAN HALF the effort. Helper lifts, holds or supports trunk or limbs, but provides less than half the effort.",3,NULL,NULL,NULL,NULL,NULL
Form-Admission,Section GG,GG0130F2-ADMISSION,NULL,"Upper body dressing: The ability to dress and undress above the waist; including fasteners, if applicable.",297,Supervision or touching assistance - Helper provides verbal cues and/or touching/steadying and/or contact guard assistance as patient completes activity. Assistance may be provided throughout the activity or intermittently.,4,NULL,NULL,NULL,NULL,NULL
Form-Admission,Section GG,GG0130F2-ADMISSION,NULL,"Upper body dressing: The ability to dress and undress above the waist; including fasteners, if applicable.",297,Setup or clean-up assistance - Helper sets up or cleans up; patient completes activity. Helper assists only prior to or following the activity.,5,NULL,NULL,NULL,NULL,NULL
Form-Admission,Section GG,GG0130F2-ADMISSION,NULL,"Upper body dressing: The ability to dress and undress above the waist; including fasteners, if applicable.",297,Independent - Patient completes the activity by him/herself with no assistance from a helper.,6,NULL,NULL,NULL,NULL,NULL
Form-Admission,Section GG,GG0130F2-ADMISSION,NULL,"Upper body dressing: The ability to dress and undress above the waist; including fasteners, if applicable.",297,Patient refused,7,NULL,NULL,NULL,NULL,NULL
Form-Admission,Section GG,GG0130F2-ADMISSION,NULL,"Upper body dressing: The ability to dress and undress above the waist; including fasteners, if applicable.",297,"Not applicable - Not attempted and the patient did not perform this activity prior to the current illness, exacerbation, or injury.",9,NULL,NULL,NULL,NULL,NULL
Form-Admission,Section GG,GG0130F2-ADMISSION,NULL,"Upper body dressing: The ability to dress and undress above the waist; including fasteners, if applicable.",297,"Not attempted due to environmental limitations (e.g., lack of equipment, weather constraints)",10,NULL,NULL,NULL,NULL,NULL
Form-Admission,Section GG,GG0130F2-ADMISSION,NULL,"Upper body dressing: The ability to dress and undress above the waist; including fasteners, if applicable.",297,Not attempted due to medical condition or safety concerns,88,NULL,NULL,NULL,NULL,NULL
Form-Admission,Section GG,GG0130G1-ADMISSION,NULL,"Lower body dressing: The ability to dress and undress below the waist, including fasteners; does not include footwear.",297,"Dependent - Helper does ALL of the effort. Patient does none of the effort to complete the activity. Or, the assistance of 2 or more helpers is required for the patient to complete the activity.",1,NULL,NULL,NULL,NULL,NULL
Form-Admission,Section GG,GG0130G1-ADMISSION,NULL,"Lower body dressing: The ability to dress and undress below the waist, including fasteners; does not include footwear.",297,Substantial/maximal assistance - Helper does MORE THAN HALF the effort. Helper lifts or holds trunk or limbs and provides more than half the effort.,2,NULL,NULL,NULL,NULL,NULL
Form-Admission,Section GG,GG0130G1-ADMISSION,NULL,"Lower body dressing: The ability to dress and undress below the waist, including fasteners; does not include footwear.",297,"Partial/moderate assistance - Helper does LESS THAN HALF the effort. Helper lifts, holds or supports trunk or limbs, but provides less than half the effort.",3,NULL,NULL,NULL,NULL,NULL
Form-Admission,Section GG,GG0130G1-ADMISSION,NULL,"Lower body dressing: The ability to dress and undress below the waist, including fasteners; does not include footwear.",297,Supervision or touching assistance - Helper provides verbal cues and/or touching/steadying and/or contact guard assistance as patient completes activity. Assistance may be provided throughout the activity or intermittently.,4,NULL,NULL,NULL,NULL,NULL
Form-Admission,Section GG,GG0130G1-ADMISSION,NULL,"Lower body dressing: The ability to dress and undress below the waist, including fasteners; does not include footwear.",297,Setup or clean-up assistance - Helper sets up or cleans up; patient completes activity. Helper assists only prior to or following the activity.,5,NULL,NULL,NULL,NULL,NULL
Form-Admission,Section GG,GG0130G1-ADMISSION,NULL,"Lower body dressing: The ability to dress and undress below the waist, including fasteners; does not include footwear.",297,Independent - Patient completes the activity by him/herself with no assistance from a helper.,6,NULL,NULL,NULL,NULL,NULL
Form-Admission,Section GG,GG0130G1-ADMISSION,NULL,"Lower body dressing: The ability to dress and undress below the waist, including fasteners; does not include footwear.",297,Patient refused,7,NULL,NULL,NULL,NULL,NULL
Form-Admission,Section GG,GG0130G1-ADMISSION,NULL,"Lower body dressing: The ability to dress and undress below the waist, including fasteners; does not include footwear.",297,"Not applicable - Not attempted and the patient did not perform this activity prior to the current illness, exacerbation, or injury.",9,NULL,NULL,NULL,NULL,NULL
Form-Admission,Section GG,GG0130G1-ADMISSION,NULL,"Lower body dressing: The ability to dress and undress below the waist, including fasteners; does not include footwear.",297,"Not attempted due to environmental limitations (e.g., lack of equipment, weather constraints)",10,NULL,NULL,NULL,NULL,NULL
Form-Admission,Section GG,GG0130G1-ADMISSION,NULL,"Lower body dressing: The ability to dress and undress below the waist, including fasteners; does not include footwear.",297,Not attempted due to medical condition or safety concerns,88,NULL,NULL,NULL,NULL,NULL
Form-Admission,Section GG,GG0130G2-ADMISSION,NULL,"Lower body dressing: The ability to dress and undress below the waist, including fasteners; does not include footwear.",297,"Dependent - Helper does ALL of the effort. Patient does none of the effort to complete the activity. Or, the assistance of 2 or more helpers is required for the patient to complete the activity.",1,NULL,NULL,NULL,NULL,NULL
Form-Admission,Section GG,GG0130G2-ADMISSION,NULL,"Lower body dressing: The ability to dress and undress below the waist, including fasteners; does not include footwear.",297,Substantial/maximal assistance - Helper does MORE THAN HALF the effort. Helper lifts or holds trunk or limbs and provides more than half the effort.,2,NULL,NULL,NULL,NULL,NULL
Form-Admission,Section GG,GG0130G2-ADMISSION,NULL,"Lower body dressing: The ability to dress and undress below the waist, including fasteners; does not include footwear.",297,"Partial/moderate assistance - Helper does LESS THAN HALF the effort. Helper lifts, holds or supports trunk or limbs, but provides less than half the effort.",3,NULL,NULL,NULL,NULL,NULL
Form-Admission,Section GG,GG0130G2-ADMISSION,NULL,"Lower body dressing: The ability to dress and undress below the waist, including fasteners; does not include footwear.",297,Supervision or touching assistance - Helper provides verbal cues and/or touching/steadying and/or contact guard assistance as patient completes activity. Assistance may be provided throughout the activity or intermittently.,4,NULL,NULL,NULL,NULL,NULL
Form-Admission,Section GG,GG0130G2-ADMISSION,NULL,"Lower body dressing: The ability to dress and undress below the waist, including fasteners; does not include footwear.",297,Setup or clean-up assistance - Helper sets up or cleans up; patient completes activity. Helper assists only prior to or following the activity.,5,NULL,NULL,NULL,NULL,NULL
Form-Admission,Section GG,GG0130G2-ADMISSION,NULL,"Lower body dressing: The ability to dress and undress below the waist, including fasteners; does not include footwear.",297,Independent - Patient completes the activity by him/herself with no assistance from a helper.,6,NULL,NULL,NULL,NULL,NULL
Form-Admission,Section GG,GG0130G2-ADMISSION,NULL,"Lower body dressing: The ability to dress and undress below the waist, including fasteners; does not include footwear.",297,Patient refused,7,NULL,NULL,NULL,NULL,NULL
Form-Admission,Section GG,GG0130G2-ADMISSION,NULL,"Lower body dressing: The ability to dress and undress below the waist, including fasteners; does not include footwear.",297,"Not applicable - Not attempted and the patient did not perform this activity prior to the current illness, exacerbation, or injury.",9,NULL,NULL,NULL,NULL,NULL
Form-Admission,Section GG,GG0130G2-ADMISSION,NULL,"Lower body dressing: The ability to dress and undress below the waist, including fasteners; does not include footwear.",297,"Not attempted due to environmental limitations (e.g., lack of equipment, weather constraints)",10,NULL,NULL,NULL,NULL,NULL
Form-Admission,Section GG,GG0130G2-ADMISSION,NULL,"Lower body dressing: The ability to dress and undress below the waist, including fasteners; does not include footwear.",297,Not attempted due to medical condition or safety concerns,88,NULL,NULL,NULL,NULL,NULL
Form-Admission,Section GG,GG0130H1-ADMISSION,NULL,"Putting on/taking off footwear: The ability to put on and take off socks and shoes or other footwear that is appropriate for safe mobility; including fasteners, if applicable.",297,"Dependent - Helper does ALL of the effort. Patient does none of the effort to complete the activity. Or, the assistance of 2 or more helpers is required for the patient to complete the activity.",1,NULL,NULL,NULL,NULL,NULL
Form-Admission,Section GG,GG0130H1-ADMISSION,NULL,"Putting on/taking off footwear: The ability to put on and take off socks and shoes or other footwear that is appropriate for safe mobility; including fasteners, if applicable.",297,Substantial/maximal assistance - Helper does MORE THAN HALF the effort. Helper lifts or holds trunk or limbs and provides more than half the effort.,2,NULL,NULL,NULL,NULL,NULL
Form-Admission,Section GG,GG0130H1-ADMISSION,NULL,"Putting on/taking off footwear: The ability to put on and take off socks and shoes or other footwear that is appropriate for safe mobility; including fasteners, if applicable.",297,"Partial/moderate assistance - Helper does LESS THAN HALF the effort. Helper lifts, holds or supports trunk or limbs, but provides less than half the effort.",3,NULL,NULL,NULL,NULL,NULL
Form-Admission,Section GG,GG0130H1-ADMISSION,NULL,"Putting on/taking off footwear: The ability to put on and take off socks and shoes or other footwear that is appropriate for safe mobility; including fasteners, if applicable.",297,Supervision or touching assistance - Helper provides verbal cues and/or touching/steadying and/or contact guard assistance as patient completes activity. Assistance may be provided throughout the activity or intermittently.,4,NULL,NULL,NULL,NULL,NULL
Form-Admission,Section GG,GG0130H1-ADMISSION,NULL,"Putting on/taking off footwear: The ability to put on and take off socks and shoes or other footwear that is appropriate for safe mobility; including fasteners, if applicable.",297,Setup or clean-up assistance - Helper sets up or cleans up; patient completes activity. Helper assists only prior to or following the activity.,5,NULL,NULL,NULL,NULL,NULL
Form-Admission,Section GG,GG0130H1-ADMISSION,NULL,"Putting on/taking off footwear: The ability to put on and take off socks and shoes or other footwear that is appropriate for safe mobility; including fasteners, if applicable.",297,Independent - Patient completes the activity by him/herself with no assistance from a helper.,6,NULL,NULL,NULL,NULL,NULL
Form-Admission,Section GG,GG0130H1-ADMISSION,NULL,"Putting on/taking off footwear: The ability to put on and take off socks and shoes or other footwear that is appropriate for safe mobility; including fasteners, if applicable.",297,Patient refused,7,NULL,NULL,NULL,NULL,NULL
Form-Admission,Section GG,GG0130H1-ADMISSION,NULL,"Putting on/taking off footwear: The ability to put on and take off socks and shoes or other footwear that is appropriate for safe mobility; including fasteners, if applicable.",297,"Not applicable - Not attempted and the patient did not perform this activity prior to the current illness, exacerbation, or injury.",9,NULL,NULL,NULL,NULL,NULL
Form-Admission,Section GG,GG0130H1-ADMISSION,NULL,"Putting on/taking off footwear: The ability to put on and take off socks and shoes or other footwear that is appropriate for safe mobility; including fasteners, if applicable.",297,"Not attempted due to environmental limitations (e.g., lack of equipment, weather constraints)",10,NULL,NULL,NULL,NULL,NULL
Form-Admission,Section GG,GG0130H1-ADMISSION,NULL,"Putting on/taking off footwear: The ability to put on and take off socks and shoes or other footwear that is appropriate for safe mobility; including fasteners, if applicable.",297,Not attempted due to medical condition or safety concerns,88,NULL,NULL,NULL,NULL,NULL
Form-Admission,Section GG,GG0130H2-ADMISSION,NULL,"Putting on/taking off footwear: The ability to put on and take off socks and shoes or other footwear that is appropriate for safe mobility; including fasteners, if applicable.",297,"Dependent - Helper does ALL of the effort. Patient does none of the effort to complete the activity. Or, the assistance of 2 or more helpers is required for the patient to complete the activity.",1,NULL,NULL,NULL,NULL,NULL
Form-Admission,Section GG,GG0130H2-ADMISSION,NULL,"Putting on/taking off footwear: The ability to put on and take off socks and shoes or other footwear that is appropriate for safe mobility; including fasteners, if applicable.",297,Substantial/maximal assistance - Helper does MORE THAN HALF the effort. Helper lifts or holds trunk or limbs and provides more than half the effort.,2,NULL,NULL,NULL,NULL,NULL
Form-Admission,Section GG,GG0130H2-ADMISSION,NULL,"Putting on/taking off footwear: The ability to put on and take off socks and shoes or other footwear that is appropriate for safe mobility; including fasteners, if applicable.",297,"Partial/moderate assistance - Helper does LESS THAN HALF the effort. Helper lifts, holds or supports trunk or limbs, but provides less than half the effort.",3,NULL,NULL,NULL,NULL,NULL
Form-Admission,Section GG,GG0130H2-ADMISSION,NULL,"Putting on/taking off footwear: The ability to put on and take off socks and shoes or other footwear that is appropriate for safe mobility; including fasteners, if applicable.",297,Supervision or touching assistance - Helper provides verbal cues and/or touching/steadying and/or contact guard assistance as patient completes activity. Assistance may be provided throughout the activity or intermittently.,4,NULL,NULL,NULL,NULL,NULL
Form-Admission,Section GG,GG0130H2-ADMISSION,NULL,"Putting on/taking off footwear: The ability to put on and take off socks and shoes or other footwear that is appropriate for safe mobility; including fasteners, if applicable.",297,Setup or clean-up assistance - Helper sets up or cleans up; patient completes activity. Helper assists only prior to or following the activity.,5,NULL,NULL,NULL,NULL,NULL
Form-Admission,Section GG,GG0130H2-ADMISSION,NULL,"Putting on/taking off footwear: The ability to put on and take off socks and shoes or other footwear that is appropriate for safe mobility; including fasteners, if applicable.",297,Independent - Patient completes the activity by him/herself with no assistance from a helper.,6,NULL,NULL,NULL,NULL,NULL
Form-Admission,Section GG,GG0130H2-ADMISSION,NULL,"Putting on/taking off footwear: The ability to put on and take off socks and shoes or other footwear that is appropriate for safe mobility; including fasteners, if applicable.",297,Patient refused,7,NULL,NULL,NULL,NULL,NULL
Form-Admission,Section GG,GG0130H2-ADMISSION,NULL,"Putting on/taking off footwear: The ability to put on and take off socks and shoes or other footwear that is appropriate for safe mobility; including fasteners, if applicable.",297,"Not applicable - Not attempted and the patient did not perform this activity prior to the current illness, exacerbation, or injury.",9,NULL,NULL,NULL,NULL,NULL
Form-Admission,Section GG,GG0130H2-ADMISSION,NULL,"Putting on/taking off footwear: The ability to put on and take off socks and shoes or other footwear that is appropriate for safe mobility; including fasteners, if applicable.",297,"Not attempted due to environmental limitations (e.g., lack of equipment, weather constraints)",10,NULL,NULL,NULL,NULL,NULL
Form-Admission,Section GG,GG0130H2-ADMISSION,NULL,"Putting on/taking off footwear: The ability to put on and take off socks and shoes or other footwear that is appropriate for safe mobility; including fasteners, if applicable.",297,Not attempted due to medical condition or safety concerns,88,NULL,NULL,NULL,NULL,NULL
Form-Admission,Section GG,GG0170A1-ADMISSION,NULL,"Roll left and right: The ability to roll from lying on back to left and right side, and return to lying on back on the bed.",297,"Dependent - Helper does ALL of the effort. Patient does none of the effort to complete the activity. Or, the assistance of 2 or more helpers is required for the patient to complete the activity.",1,NULL,NULL,NULL,NULL,NULL
Form-Admission,Section GG,GG0170A1-ADMISSION,NULL,"Roll left and right: The ability to roll from lying on back to left and right side, and return to lying on back on the bed.",297,Substantial/maximal assistance - Helper does MORE THAN HALF the effort. Helper lifts or holds trunk or limbs and provides more than half the effort.,2,NULL,NULL,NULL,NULL,NULL
Form-Admission,Section GG,GG0170A1-ADMISSION,NULL,"Roll left and right: The ability to roll from lying on back to left and right side, and return to lying on back on the bed.",297,"Partial/moderate assistance - Helper does LESS THAN HALF the effort. Helper lifts, holds or supports trunk or limbs, but provides less than half the effort.",3,NULL,NULL,NULL,NULL,NULL
Form-Admission,Section GG,GG0170A1-ADMISSION,NULL,"Roll left and right: The ability to roll from lying on back to left and right side, and return to lying on back on the bed.",297,Supervision or touching assistance - Helper provides verbal cues and/or touching/steadying and/or contact guard assistance as patient completes activity. Assistance may be provided throughout the activity or intermittently.,4,NULL,NULL,NULL,NULL,NULL
Form-Admission,Section GG,GG0170A1-ADMISSION,NULL,"Roll left and right: The ability to roll from lying on back to left and right side, and return to lying on back on the bed.",297,Setup or clean-up assistance - Helper sets up or cleans up; patient completes activity. Helper assists only prior to or following the activity.,5,NULL,NULL,NULL,NULL,NULL
Form-Admission,Section GG,GG0170A1-ADMISSION,NULL,"Roll left and right: The ability to roll from lying on back to left and right side, and return to lying on back on the bed.",297,Independent - Patient completes the activity by him/herself with no assistance from a helper.,6,NULL,NULL,NULL,NULL,NULL
Form-Admission,Section GG,GG0170A1-ADMISSION,NULL,"Roll left and right: The ability to roll from lying on back to left and right side, and return to lying on back on the bed.",297,Patient refused,7,NULL,NULL,NULL,NULL,NULL
Form-Admission,Section GG,GG0170A1-ADMISSION,NULL,"Roll left and right: The ability to roll from lying on back to left and right side, and return to lying on back on the bed.",297,"Not applicable - Not attempted and the patient did not perform this activity prior to the current illness, exacerbation, or injury.",9,NULL,NULL,NULL,NULL,NULL
Form-Admission,Section GG,GG0170A1-ADMISSION,NULL,"Roll left and right: The ability to roll from lying on back to left and right side, and return to lying on back on the bed.",297,"Not attempted due to environmental limitations (e.g., lack of equipment, weather constraints)",10,NULL,NULL,NULL,NULL,NULL
Form-Admission,Section GG,GG0170A1-ADMISSION,NULL,"Roll left and right: The ability to roll from lying on back to left and right side, and return to lying on back on the bed.",297,Not attempted due to medical condition or safety concerns,88,NULL,NULL,NULL,NULL,NULL
Form-Admission,Section GG,GG0170A2-ADMISSION,NULL,"Roll left and right: The ability to roll from lying on back to left and right side, and return to lying on back on the bed.",297,"Dependent - Helper does ALL of the effort. Patient does none of the effort to complete the activity. Or, the assistance of 2 or more helpers is required for the patient to complete the activity.",1,NULL,NULL,NULL,NULL,NULL
Form-Admission,Section GG,GG0170A2-ADMISSION,NULL,"Roll left and right: The ability to roll from lying on back to left and right side, and return to lying on back on the bed.",297,Substantial/maximal assistance - Helper does MORE THAN HALF the effort. Helper lifts or holds trunk or limbs and provides more than half the effort.,2,NULL,NULL,NULL,NULL,NULL
Form-Admission,Section GG,GG0170A2-ADMISSION,NULL,"Roll left and right: The ability to roll from lying on back to left and right side, and return to lying on back on the bed.",297,"Partial/moderate assistance - Helper does LESS THAN HALF the effort. Helper lifts, holds or supports trunk or limbs, but provides less than half the effort.",3,NULL,NULL,NULL,NULL,NULL
Form-Admission,Section GG,GG0170A2-ADMISSION,NULL,"Roll left and right: The ability to roll from lying on back to left and right side, and return to lying on back on the bed.",297,Supervision or touching assistance - Helper provides verbal cues and/or touching/steadying and/or contact guard assistance as patient completes activity. Assistance may be provided throughout the activity or intermittently.,4,NULL,NULL,NULL,NULL,NULL
Form-Admission,Section GG,GG0170A2-ADMISSION,NULL,"Roll left and right: The ability to roll from lying on back to left and right side, and return to lying on back on the bed.",297,Setup or clean-up assistance - Helper sets up or cleans up; patient completes activity. Helper assists only prior to or following the activity.,5,NULL,NULL,NULL,NULL,NULL
Form-Admission,Section GG,GG0170A2-ADMISSION,NULL,"Roll left and right: The ability to roll from lying on back to left and right side, and return to lying on back on the bed.",297,Independent - Patient completes the activity by him/herself with no assistance from a helper.,6,NULL,NULL,NULL,NULL,NULL
Form-Admission,Section GG,GG0170A2-ADMISSION,NULL,"Roll left and right: The ability to roll from lying on back to left and right side, and return to lying on back on the bed.",297,Patient refused,7,NULL,NULL,NULL,NULL,NULL
Form-Admission,Section GG,GG0170A2-ADMISSION,NULL,"Roll left and right: The ability to roll from lying on back to left and right side, and return to lying on back on the bed.",297,"Not applicable - Not attempted and the patient did not perform this activity prior to the current illness, exacerbation, or injury.",9,NULL,NULL,NULL,NULL,NULL
Form-Admission,Section GG,GG0170A2-ADMISSION,NULL,"Roll left and right: The ability to roll from lying on back to left and right side, and return to lying on back on the bed.",297,"Not attempted due to environmental limitations (e.g., lack of equipment, weather constraints)",10,NULL,NULL,NULL,NULL,NULL
Form-Admission,Section GG,GG0170A2-ADMISSION,NULL,"Roll left and right: The ability to roll from lying on back to left and right side, and return to lying on back on the bed.",297,Not attempted due to medical condition or safety concerns,88,NULL,NULL,NULL,NULL,NULL
Form-Admission,Section GG,GG0170B1-ADMISSION,NULL,Sit to lying: The ability to move from sitting on side of bed to lying flat on the bed.,297,"Dependent - Helper does ALL of the effort. Patient does none of the effort to complete the activity. Or, the assistance of 2 or more helpers is required for the patient to complete the activity.",1,NULL,NULL,NULL,NULL,NULL
Form-Admission,Section GG,GG0170B1-ADMISSION,NULL,Sit to lying: The ability to move from sitting on side of bed to lying flat on the bed.,297,Substantial/maximal assistance - Helper does MORE THAN HALF the effort. Helper lifts or holds trunk or limbs and provides more than half the effort.,2,NULL,NULL,NULL,NULL,NULL
Form-Admission,Section GG,GG0170B1-ADMISSION,NULL,Sit to lying: The ability to move from sitting on side of bed to lying flat on the bed.,297,"Partial/moderate assistance - Helper does LESS THAN HALF the effort. Helper lifts, holds or supports trunk or limbs, but provides less than half the effort.",3,NULL,NULL,NULL,NULL,NULL
Form-Admission,Section GG,GG0170B1-ADMISSION,NULL,Sit to lying: The ability to move from sitting on side of bed to lying flat on the bed.,297,Supervision or touching assistance - Helper provides verbal cues and/or touching/steadying and/or contact guard assistance as patient completes activity. Assistance may be provided throughout the activity or intermittently.,4,NULL,NULL,NULL,NULL,NULL
Form-Admission,Section GG,GG0170B1-ADMISSION,NULL,Sit to lying: The ability to move from sitting on side of bed to lying flat on the bed.,297,Setup or clean-up assistance - Helper sets up or cleans up; patient completes activity. Helper assists only prior to or following the activity.,5,NULL,NULL,NULL,NULL,NULL
Form-Admission,Section GG,GG0170B1-ADMISSION,NULL,Sit to lying: The ability to move from sitting on side of bed to lying flat on the bed.,297,Independent - Patient completes the activity by him/herself with no assistance from a helper.,6,NULL,NULL,NULL,NULL,NULL
Form-Admission,Section GG,GG0170B1-ADMISSION,NULL,Sit to lying: The ability to move from sitting on side of bed to lying flat on the bed.,297,Patient refused,7,NULL,NULL,NULL,NULL,NULL
Form-Admission,Section GG,GG0170B1-ADMISSION,NULL,Sit to lying: The ability to move from sitting on side of bed to lying flat on the bed.,297,"Not applicable - Not attempted and the patient did not perform this activity prior to the current illness, exacerbation, or injury.",9,NULL,NULL,NULL,NULL,NULL
Form-Admission,Section GG,GG0170B1-ADMISSION,NULL,Sit to lying: The ability to move from sitting on side of bed to lying flat on the bed.,297,"Not attempted due to environmental limitations (e.g., lack of equipment, weather constraints)",10,NULL,NULL,NULL,NULL,NULL
Form-Admission,Section GG,GG0170B1-ADMISSION,NULL,Sit to lying: The ability to move from sitting on side of bed to lying flat on the bed.,297,Not attempted due to medical condition or safety concerns,88,NULL,NULL,NULL,NULL,NULL
Form-Admission,Section GG,GG0170B2-ADMISSION,NULL,Sit to lying: The ability to move from sitting on side of bed to lying flat on the bed.,297,"Dependent - Helper does ALL of the effort. Patient does none of the effort to complete the activity. Or, the assistance of 2 or more helpers is required for the patient to complete the activity.",1,NULL,NULL,NULL,NULL,NULL
Form-Admission,Section GG,GG0170B2-ADMISSION,NULL,Sit to lying: The ability to move from sitting on side of bed to lying flat on the bed.,297,Substantial/maximal assistance - Helper does MORE THAN HALF the effort. Helper lifts or holds trunk or limbs and provides more than half the effort.,2,NULL,NULL,NULL,NULL,NULL
Form-Admission,Section GG,GG0170B2-ADMISSION,NULL,Sit to lying: The ability to move from sitting on side of bed to lying flat on the bed.,297,"Partial/moderate assistance - Helper does LESS THAN HALF the effort. Helper lifts, holds or supports trunk or limbs, but provides less than half the effort.",3,NULL,NULL,NULL,NULL,NULL
Form-Admission,Section GG,GG0170B2-ADMISSION,NULL,Sit to lying: The ability to move from sitting on side of bed to lying flat on the bed.,297,Supervision or touching assistance - Helper provides verbal cues and/or touching/steadying and/or contact guard assistance as patient completes activity. Assistance may be provided throughout the activity or intermittently.,4,NULL,NULL,NULL,NULL,NULL
Form-Admission,Section GG,GG0170B2-ADMISSION,NULL,Sit to lying: The ability to move from sitting on side of bed to lying flat on the bed.,297,Setup or clean-up assistance - Helper sets up or cleans up; patient completes activity. Helper assists only prior to or following the activity.,5,NULL,NULL,NULL,NULL,NULL
Form-Admission,Section GG,GG0170B2-ADMISSION,NULL,Sit to lying: The ability to move from sitting on side of bed to lying flat on the bed.,297,Independent - Patient completes the activity by him/herself with no assistance from a helper.,6,NULL,NULL,NULL,NULL,NULL
Form-Admission,Section GG,GG0170B2-ADMISSION,NULL,Sit to lying: The ability to move from sitting on side of bed to lying flat on the bed.,297,Patient refused,7,NULL,NULL,NULL,NULL,NULL
Form-Admission,Section GG,GG0170B2-ADMISSION,NULL,Sit to lying: The ability to move from sitting on side of bed to lying flat on the bed.,297,"Not applicable - Not attempted and the patient did not perform this activity prior to the current illness, exacerbation, or injury.",9,NULL,NULL,NULL,NULL,NULL
