FormFK,QuestionID,QuestionKey,question,QuestionTitle,GroupTitle,stage,choice set,choice set description,choice,choice description
146,148,GG0130F2-ADMISSION*,"Upper body dressing: The ability to dress and undress above the waist; including fasteners, if applicable.",Self-Care (3-day assessment period),2. Discharge Goal,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),1,"Dependent - Helper does ALL of the effort. Patient does none of the effort to complete the activity. Or, the assistance of 2 or more helpers is required for the patient to complete the activity."
146,148,GG0130F2-ADMISSION*,"Upper body dressing: The ability to dress and undress above the waist; including fasteners, if applicable.",Self-Care (3-day assessment period),2. Discharge Goal,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),10,"Not attempted due to environmental limitations (e.g., lack of equipment, weather constraints)"
146,148,GG0130F2-ADMISSION*,"Upper body dressing: The ability to dress and undress above the waist; including fasteners, if applicable.",Self-Care (3-day assessment period),2. Discharge Goal,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),2,Substantial/maximal assistance - Helper does MORE THAN HALF the effort. Helper lifts or holds trunk or limbs and provides more than half the effort.
146,148,GG0130F2-ADMISSION*,"Upper body dressing: The ability to dress and undress above the waist; including fasteners, if applicable.",Self-Care (3-day assessment period),2. Discharge Goal,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),3,"Partial/moderate assistance - Helper does LESS THAN HALF the effort. Helper lifts, holds or supports trunk or limbs, but provides less than half the effort."
146,148,GG0130F2-ADMISSION*,"Upper body dressing: The ability to dress and undress above the waist; including fasteners, if applicable.",Self-Care (3-day assessment period),2. Discharge Goal,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),4,Supervision or touching assistance - Helper provides verbal cues and/or touching/steadying and/or contact guard assistance as patient completes activity. Assistance may be provided throughout the activity or intermittently.
146,148,GG0130F2-ADMISSION*,"Upper body dressing: The ability to dress and undress above the waist; including fasteners, if applicable.",Self-Care (3-day assessment period),2. Discharge Goal,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),5,Setup or clean-up assistance - Helper sets up or cleans up; patient completes activity. Helper assists only prior to or following the activity.
146,148,GG0130F2-ADMISSION*,"Upper body dressing: The ability to dress and undress above the waist; including fasteners, if applicable.",Self-Care (3-day assessment period),2. Discharge Goal,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),6,Independent - Patient completes the activity by him/herself with no assistance from a helper.
146,148,GG0130F2-ADMISSION*,"Upper body dressing: The ability to dress and undress above the waist; including fasteners, if applicable.",Self-Care (3-day assessment period),2. Discharge Goal,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),7,Patient refused
146,148,GG0130F2-ADMISSION*,"Upper body dressing: The ability to dress and undress above the waist; including fasteners, if applicable.",Self-Care (3-day assessment period),2. Discharge Goal,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),88,Not attempted due to medical condition or safety concerns
146,148,GG0130F2-ADMISSION*,"Upper body dressing: The ability to dress and undress above the waist; including fasteners, if applicable.",Self-Care (3-day assessment period),2. Discharge Goal,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),9,"Not applicable - Not attempted and the patient did not perform this activity prior to the current illness, exacerbation, or injury."
146,149,GG0130G1-ADMISSION*,"Lower body dressing: The ability to dress and undress below the waist, including fasteners; does not include footwear.",Self-Care (3-day assessment period),1. Admission Performance,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),1,"Dependent - Helper does ALL of the effort. Patient does none of the effort to complete the activity. Or, the assistance of 2 or more helpers is required for the patient to complete the activity."
146,149,GG0130G1-ADMISSION*,"Lower body dressing: The ability to dress and undress below the waist, including fasteners; does not include footwear.",Self-Care (3-day assessment period),1. Admission Performance,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),10,"Not attempted due to environmental limitations (e.g., lack of equipment, weather constraints)"
146,149,GG0130G1-ADMISSION*,"Lower body dressing: The ability to dress and undress below the waist, including fasteners; does not include footwear.",Self-Care (3-day assessment period),1. Admission Performance,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),2,Substantial/maximal assistance - Helper does MORE THAN HALF the effort. Helper lifts or holds trunk or limbs and provides more than half the effort.
146,149,GG0130G1-ADMISSION*,"Lower body dressing: The ability to dress and undress below the waist, including fasteners; does not include footwear.",Self-Care (3-day assessment period),1. Admission Performance,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),3,"Partial/moderate assistance - Helper does LESS THAN HALF the effort. Helper lifts, holds or supports trunk or limbs, but provides less than half the effort."
146,149,GG0130G1-ADMISSION*,"Lower body dressing: The ability to dress and undress below the waist, including fasteners; does not include footwear.",Self-Care (3-day assessment period),1. Admission Performance,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),4,Supervision or touching assistance - Helper provides verbal cues and/or touching/steadying and/or contact guard assistance as patient completes activity. Assistance may be provided throughout the activity or intermittently.
146,149,GG0130G1-ADMISSION*,"Lower body dressing: The ability to dress and undress below the waist, including fasteners; does not include footwear.",Self-Care (3-day assessment period),1. Admission Performance,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),5,Setup or clean-up assistance - Helper sets up or cleans up; patient completes activity. Helper assists only prior to or following the activity.
146,149,GG0130G1-ADMISSION*,"Lower body dressing: The ability to dress and undress below the waist, including fasteners; does not include footwear.",Self-Care (3-day assessment period),1. Admission Performance,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),6,Independent - Patient completes the activity by him/herself with no assistance from a helper.
146,149,GG0130G1-ADMISSION*,"Lower body dressing: The ability to dress and undress below the waist, including fasteners; does not include footwear.",Self-Care (3-day assessment period),1. Admission Performance,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),7,Patient refused
146,149,GG0130G1-ADMISSION*,"Lower body dressing: The ability to dress and undress below the waist, including fasteners; does not include footwear.",Self-Care (3-day assessment period),1. Admission Performance,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),88,Not attempted due to medical condition or safety concerns
146,149,GG0130G1-ADMISSION*,"Lower body dressing: The ability to dress and undress below the waist, including fasteners; does not include footwear.",Self-Care (3-day assessment period),1. Admission Performance,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),9,"Not applicable - Not attempted and the patient did not perform this activity prior to the current illness, exacerbation, or injury."
146,150,GG0130G2-ADMISSION*,"Lower body dressing: The ability to dress and undress below the waist, including fasteners; does not include footwear.",Self-Care (3-day assessment period),2. Discharge Goal,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),1,"Dependent - Helper does ALL of the effort. Patient does none of the effort to complete the activity. Or, the assistance of 2 or more helpers is required for the patient to complete the activity."
146,150,GG0130G2-ADMISSION*,"Lower body dressing: The ability to dress and undress below the waist, including fasteners; does not include footwear.",Self-Care (3-day assessment period),2. Discharge Goal,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),10,"Not attempted due to environmental limitations (e.g., lack of equipment, weather constraints)"
146,150,GG0130G2-ADMISSION*,"Lower body dressing: The ability to dress and undress below the waist, including fasteners; does not include footwear.",Self-Care (3-day assessment period),2. Discharge Goal,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),2,Substantial/maximal assistance - Helper does MORE THAN HALF the effort. Helper lifts or holds trunk or limbs and provides more than half the effort.
146,150,GG0130G2-ADMISSION*,"Lower body dressing: The ability to dress and undress below the waist, including fasteners; does not include footwear.",Self-Care (3-day assessment period),2. Discharge Goal,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),3,"Partial/moderate assistance - Helper does LESS THAN HALF the effort. Helper lifts, holds or supports trunk or limbs, but provides less than half the effort."
146,150,GG0130G2-ADMISSION*,"Lower body dressing: The ability to dress and undress below the waist, including fasteners; does not include footwear.",Self-Care (3-day assessment period),2. Discharge Goal,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),4,Supervision or touching assistance - Helper provides verbal cues and/or touching/steadying and/or contact guard assistance as patient completes activity. Assistance may be provided throughout the activity or intermittently.
146,150,GG0130G2-ADMISSION*,"Lower body dressing: The ability to dress and undress below the waist, including fasteners; does not include footwear.",Self-Care (3-day assessment period),2. Discharge Goal,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),5,Setup or clean-up assistance - Helper sets up or cleans up; patient completes activity. Helper assists only prior to or following the activity.
146,150,GG0130G2-ADMISSION*,"Lower body dressing: The ability to dress and undress below the waist, including fasteners; does not include footwear.",Self-Care (3-day assessment period),2. Discharge Goal,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),6,Independent - Patient completes the activity by him/herself with no assistance from a helper.
146,150,GG0130G2-ADMISSION*,"Lower body dressing: The ability to dress and undress below the waist, including fasteners; does not include footwear.",Self-Care (3-day assessment period),2. Discharge Goal,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),7,Patient refused
146,150,GG0130G2-ADMISSION*,"Lower body dressing: The ability to dress and undress below the waist, including fasteners; does not include footwear.",Self-Care (3-day assessment period),2. Discharge Goal,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),88,Not attempted due to medical condition or safety concerns
146,150,GG0130G2-ADMISSION*,"Lower body dressing: The ability to dress and undress below the waist, including fasteners; does not include footwear.",Self-Care (3-day assessment period),2. Discharge Goal,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),9,"Not applicable - Not attempted and the patient did not perform this activity prior to the current illness, exacerbation, or injury."
146,151,GG0130H1-ADMISSION*,"Putting on/taking off footwear: The ability to put on and take off socks and shoes or other footwear that is appropriate for safe mobility; including fasteners, if applicable.",Self-Care (3-day assessment period),1. Admission Performance,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),1,"Dependent - Helper does ALL of the effort. Patient does none of the effort to complete the activity. Or, the assistance of 2 or more helpers is required for the patient to complete the activity."
146,151,GG0130H1-ADMISSION*,"Putting on/taking off footwear: The ability to put on and take off socks and shoes or other footwear that is appropriate for safe mobility; including fasteners, if applicable.",Self-Care (3-day assessment period),1. Admission Performance,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),10,"Not attempted due to environmental limitations (e.g., lack of equipment, weather constraints)"
146,151,GG0130H1-ADMISSION*,"Putting on/taking off footwear: The ability to put on and take off socks and shoes or other footwear that is appropriate for safe mobility; including fasteners, if applicable.",Self-Care (3-day assessment period),1. Admission Performance,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),2,Substantial/maximal assistance - Helper does MORE THAN HALF the effort. Helper lifts or holds trunk or limbs and provides more than half the effort.
146,151,GG0130H1-ADMISSION*,"Putting on/taking off footwear: The ability to put on and take off socks and shoes or other footwear that is appropriate for safe mobility; including fasteners, if applicable.",Self-Care (3-day assessment period),1. Admission Performance,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),3,"Partial/moderate assistance - Helper does LESS THAN HALF the effort. Helper lifts, holds or supports trunk or limbs, but provides less than half the effort."
146,151,GG0130H1-ADMISSION*,"Putting on/taking off footwear: The ability to put on and take off socks and shoes or other footwear that is appropriate for safe mobility; including fasteners, if applicable.",Self-Care (3-day assessment period),1. Admission Performance,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),4,Supervision or touching assistance - Helper provides verbal cues and/or touching/steadying and/or contact guard assistance as patient completes activity. Assistance may be provided throughout the activity or intermittently.
146,151,GG0130H1-ADMISSION*,"Putting on/taking off footwear: The ability to put on and take off socks and shoes or other footwear that is appropriate for safe mobility; including fasteners, if applicable.",Self-Care (3-day assessment period),1. Admission Performance,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),5,Setup or clean-up assistance - Helper sets up or cleans up; patient completes activity. Helper assists only prior to or following the activity.
146,151,GG0130H1-ADMISSION*,"Putting on/taking off footwear: The ability to put on and take off socks and shoes or other footwear that is appropriate for safe mobility; including fasteners, if applicable.",Self-Care (3-day assessment period),1. Admission Performance,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),6,Independent - Patient completes the activity by him/herself with no assistance from a helper.
146,151,GG0130H1-ADMISSION*,"Putting on/taking off footwear: The ability to put on and take off socks and shoes or other footwear that is appropriate for safe mobility; including fasteners, if applicable.",Self-Care (3-day assessment period),1. Admission Performance,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),7,Patient refused
146,151,GG0130H1-ADMISSION*,"Putting on/taking off footwear: The ability to put on and take off socks and shoes or other footwear that is appropriate for safe mobility; including fasteners, if applicable.",Self-Care (3-day assessment period),1. Admission Performance,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),88,Not attempted due to medical condition or safety concerns
146,151,GG0130H1-ADMISSION*,"Putting on/taking off footwear: The ability to put on and take off socks and shoes or other footwear that is appropriate for safe mobility; including fasteners, if applicable.",Self-Care (3-day assessment period),1. Admission Performance,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),9,"Not applicable - Not attempted and the patient did not perform this activity prior to the current illness, exacerbation, or injury."
146,152,GG0130H2-ADMISSION*,"Putting on/taking off footwear: The ability to put on and take off socks and shoes or other footwear that is appropriate for safe mobility; including fasteners, if applicable.",Self-Care (3-day assessment period),2. Discharge Goal,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),1,"Dependent - Helper does ALL of the effort. Patient does none of the effort to complete the activity. Or, the assistance of 2 or more helpers is required for the patient to complete the activity."
146,152,GG0130H2-ADMISSION*,"Putting on/taking off footwear: The ability to put on and take off socks and shoes or other footwear that is appropriate for safe mobility; including fasteners, if applicable.",Self-Care (3-day assessment period),2. Discharge Goal,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),10,"Not attempted due to environmental limitations (e.g., lack of equipment, weather constraints)"
146,152,GG0130H2-ADMISSION*,"Putting on/taking off footwear: The ability to put on and take off socks and shoes or other footwear that is appropriate for safe mobility; including fasteners, if applicable.",Self-Care (3-day assessment period),2. Discharge Goal,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),2,Substantial/maximal assistance - Helper does MORE THAN HALF the effort. Helper lifts or holds trunk or limbs and provides more than half the effort.
146,152,GG0130H2-ADMISSION*,"Putting on/taking off footwear: The ability to put on and take off socks and shoes or other footwear that is appropriate for safe mobility; including fasteners, if applicable.",Self-Care (3-day assessment period),2. Discharge Goal,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),3,"Partial/moderate assistance - Helper does LESS THAN HALF the effort. Helper lifts, holds or supports trunk or limbs, but provides less than half the effort."
146,152,GG0130H2-ADMISSION*,"Putting on/taking off footwear: The ability to put on and take off socks and shoes or other footwear that is appropriate for safe mobility; including fasteners, if applicable.",Self-Care (3-day assessment period),2. Discharge Goal,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),4,Supervision or touching assistance - Helper provides verbal cues and/or touching/steadying and/or contact guard assistance as patient completes activity. Assistance may be provided throughout the activity or intermittently.
146,152,GG0130H2-ADMISSION*,"Putting on/taking off footwear: The ability to put on and take off socks and shoes or other footwear that is appropriate for safe mobility; including fasteners, if applicable.",Self-Care (3-day assessment period),2. Discharge Goal,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),5,Setup or clean-up assistance - Helper sets up or cleans up; patient completes activity. Helper assists only prior to or following the activity.
146,152,GG0130H2-ADMISSION*,"Putting on/taking off footwear: The ability to put on and take off socks and shoes or other footwear that is appropriate for safe mobility; including fasteners, if applicable.",Self-Care (3-day assessment period),2. Discharge Goal,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),6,Independent - Patient completes the activity by him/herself with no assistance from a helper.
146,152,GG0130H2-ADMISSION*,"Putting on/taking off footwear: The ability to put on and take off socks and shoes or other footwear that is appropriate for safe mobility; including fasteners, if applicable.",Self-Care (3-day assessment period),2. Discharge Goal,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),7,Patient refused
146,152,GG0130H2-ADMISSION*,"Putting on/taking off footwear: The ability to put on and take off socks and shoes or other footwear that is appropriate for safe mobility; including fasteners, if applicable.",Self-Care (3-day assessment period),2. Discharge Goal,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),88,Not attempted due to medical condition or safety concerns
146,152,GG0130H2-ADMISSION*,"Putting on/taking off footwear: The ability to put on and take off socks and shoes or other footwear that is appropriate for safe mobility; including fasteners, if applicable.",Self-Care (3-day assessment period),2. Discharge Goal,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),9,"Not applicable - Not attempted and the patient did not perform this activity prior to the current illness, exacerbation, or injury."
146,156,GG0170A1-ADMISSION*,"Roll left and right: The ability to roll from lying on back to left and right side, and return to lying on back on the bed.",Mobility (3-day assessment period),1. Admission Performance,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),1,"Dependent - Helper does ALL of the effort. Patient does none of the effort to complete the activity. Or, the assistance of 2 or more helpers is required for the patient to complete the activity."
146,156,GG0170A1-ADMISSION*,"Roll left and right: The ability to roll from lying on back to left and right side, and return to lying on back on the bed.",Mobility (3-day assessment period),1. Admission Performance,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),10,"Not attempted due to environmental limitations (e.g., lack of equipment, weather constraints)"
146,156,GG0170A1-ADMISSION*,"Roll left and right: The ability to roll from lying on back to left and right side, and return to lying on back on the bed.",Mobility (3-day assessment period),1. Admission Performance,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),2,Substantial/maximal assistance - Helper does MORE THAN HALF the effort. Helper lifts or holds trunk or limbs and provides more than half the effort.
146,156,GG0170A1-ADMISSION*,"Roll left and right: The ability to roll from lying on back to left and right side, and return to lying on back on the bed.",Mobility (3-day assessment period),1. Admission Performance,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),3,"Partial/moderate assistance - Helper does LESS THAN HALF the effort. Helper lifts, holds or supports trunk or limbs, but provides less than half the effort."
146,156,GG0170A1-ADMISSION*,"Roll left and right: The ability to roll from lying on back to left and right side, and return to lying on back on the bed.",Mobility (3-day assessment period),1. Admission Performance,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),4,Supervision or touching assistance - Helper provides verbal cues and/or touching/steadying and/or contact guard assistance as patient completes activity. Assistance may be provided throughout the activity or intermittently.
146,156,GG0170A1-ADMISSION*,"Roll left and right: The ability to roll from lying on back to left and right side, and return to lying on back on the bed.",Mobility (3-day assessment period),1. Admission Performance,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),5,Setup or clean-up assistance - Helper sets up or cleans up; patient completes activity. Helper assists only prior to or following the activity.
146,156,GG0170A1-ADMISSION*,"Roll left and right: The ability to roll from lying on back to left and right side, and return to lying on back on the bed.",Mobility (3-day assessment period),1. Admission Performance,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),6,Independent - Patient completes the activity by him/herself with no assistance from a helper.
146,156,GG0170A1-ADMISSION*,"Roll left and right: The ability to roll from lying on back to left and right side, and return to lying on back on the bed.",Mobility (3-day assessment period),1. Admission Performance,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),7,Patient refused
146,156,GG0170A1-ADMISSION*,"Roll left and right: The ability to roll from lying on back to left and right side, and return to lying on back on the bed.",Mobility (3-day assessment period),1. Admission Performance,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),88,Not attempted due to medical condition or safety concerns
146,156,GG0170A1-ADMISSION*,"Roll left and right: The ability to roll from lying on back to left and right side, and return to lying on back on the bed.",Mobility (3-day assessment period),1. Admission Performance,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),9,"Not applicable - Not attempted and the patient did not perform this activity prior to the current illness, exacerbation, or injury."
146,157,GG0170A2-ADMISSION*,"Roll left and right: The ability to roll from lying on back to left and right side, and return to lying on back on the bed.",Mobility (3-day assessment period),2. Discharge Goal,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),1,"Dependent - Helper does ALL of the effort. Patient does none of the effort to complete the activity. Or, the assistance of 2 or more helpers is required for the patient to complete the activity."
146,157,GG0170A2-ADMISSION*,"Roll left and right: The ability to roll from lying on back to left and right side, and return to lying on back on the bed.",Mobility (3-day assessment period),2. Discharge Goal,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),10,"Not attempted due to environmental limitations (e.g., lack of equipment, weather constraints)"
146,157,GG0170A2-ADMISSION*,"Roll left and right: The ability to roll from lying on back to left and right side, and return to lying on back on the bed.",Mobility (3-day assessment period),2. Discharge Goal,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),2,Substantial/maximal assistance - Helper does MORE THAN HALF the effort. Helper lifts or holds trunk or limbs and provides more than half the effort.
146,157,GG0170A2-ADMISSION*,"Roll left and right: The ability to roll from lying on back to left and right side, and return to lying on back on the bed.",Mobility (3-day assessment period),2. Discharge Goal,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),3,"Partial/moderate assistance - Helper does LESS THAN HALF the effort. Helper lifts, holds or supports trunk or limbs, but provides less than half the effort."
146,157,GG0170A2-ADMISSION*,"Roll left and right: The ability to roll from lying on back to left and right side, and return to lying on back on the bed.",Mobility (3-day assessment period),2. Discharge Goal,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),4,Supervision or touching assistance - Helper provides verbal cues and/or touching/steadying and/or contact guard assistance as patient completes activity. Assistance may be provided throughout the activity or intermittently.
146,157,GG0170A2-ADMISSION*,"Roll left and right: The ability to roll from lying on back to left and right side, and return to lying on back on the bed.",Mobility (3-day assessment period),2. Discharge Goal,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),5,Setup or clean-up assistance - Helper sets up or cleans up; patient completes activity. Helper assists only prior to or following the activity.
146,157,GG0170A2-ADMISSION*,"Roll left and right: The ability to roll from lying on back to left and right side, and return to lying on back on the bed.",Mobility (3-day assessment period),2. Discharge Goal,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),6,Independent - Patient completes the activity by him/herself with no assistance from a helper.
146,157,GG0170A2-ADMISSION*,"Roll left and right: The ability to roll from lying on back to left and right side, and return to lying on back on the bed.",Mobility (3-day assessment period),2. Discharge Goal,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),7,Patient refused
146,157,GG0170A2-ADMISSION*,"Roll left and right: The ability to roll from lying on back to left and right side, and return to lying on back on the bed.",Mobility (3-day assessment period),2. Discharge Goal,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),88,Not attempted due to medical condition or safety concerns
146,157,GG0170A2-ADMISSION*,"Roll left and right: The ability to roll from lying on back to left and right side, and return to lying on back on the bed.",Mobility (3-day assessment period),2. Discharge Goal,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),9,"Not applicable - Not attempted and the patient did not perform this activity prior to the current illness, exacerbation, or injury."
146,161,GG0170B1-ADMISSION*,Sit to lying: The ability to move from sitting on side of bed to lying flat on the bed.,Mobility (3-day assessment period),1. Admission Performance,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),1,"Dependent - Helper does ALL of the effort. Patient does none of the effort to complete the activity. Or, the assistance of 2 or more helpers is required for the patient to complete the activity."
146,161,GG0170B1-ADMISSION*,Sit to lying: The ability to move from sitting on side of bed to lying flat on the bed.,Mobility (3-day assessment period),1. Admission Performance,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),10,"Not attempted due to environmental limitations (e.g., lack of equipment, weather constraints)"
146,161,GG0170B1-ADMISSION*,Sit to lying: The ability to move from sitting on side of bed to lying flat on the bed.,Mobility (3-day assessment period),1. Admission Performance,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),2,Substantial/maximal assistance - Helper does MORE THAN HALF the effort. Helper lifts or holds trunk or limbs and provides more than half the effort.
146,161,GG0170B1-ADMISSION*,Sit to lying: The ability to move from sitting on side of bed to lying flat on the bed.,Mobility (3-day assessment period),1. Admission Performance,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),3,"Partial/moderate assistance - Helper does LESS THAN HALF the effort. Helper lifts, holds or supports trunk or limbs, but provides less than half the effort."
146,161,GG0170B1-ADMISSION*,Sit to lying: The ability to move from sitting on side of bed to lying flat on the bed.,Mobility (3-day assessment period),1. Admission Performance,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),4,Supervision or touching assistance - Helper provides verbal cues and/or touching/steadying and/or contact guard assistance as patient completes activity. Assistance may be provided throughout the activity or intermittently.
146,161,GG0170B1-ADMISSION*,Sit to lying: The ability to move from sitting on side of bed to lying flat on the bed.,Mobility (3-day assessment period),1. Admission Performance,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),5,Setup or clean-up assistance - Helper sets up or cleans up; patient completes activity. Helper assists only prior to or following the activity.
146,161,GG0170B1-ADMISSION*,Sit to lying: The ability to move from sitting on side of bed to lying flat on the bed.,Mobility (3-day assessment period),1. Admission Performance,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),6,Independent - Patient completes the activity by him/herself with no assistance from a helper.
146,161,GG0170B1-ADMISSION*,Sit to lying: The ability to move from sitting on side of bed to lying flat on the bed.,Mobility (3-day assessment period),1. Admission Performance,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),7,Patient refused
146,161,GG0170B1-ADMISSION*,Sit to lying: The ability to move from sitting on side of bed to lying flat on the bed.,Mobility (3-day assessment period),1. Admission Performance,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),88,Not attempted due to medical condition or safety concerns
146,161,GG0170B1-ADMISSION*,Sit to lying: The ability to move from sitting on side of bed to lying flat on the bed.,Mobility (3-day assessment period),1. Admission Performance,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),9,"Not applicable - Not attempted and the patient did not perform this activity prior to the current illness, exacerbation, or injury."
146,162,GG0170B2-ADMISSION*,Sit to lying: The ability to move from sitting on side of bed to lying flat on the bed.,Mobility (3-day assessment period),2. Discharge Goal,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),1,"Dependent - Helper does ALL of the effort. Patient does none of the effort to complete the activity. Or, the assistance of 2 or more helpers is required for the patient to complete the activity."
146,162,GG0170B2-ADMISSION*,Sit to lying: The ability to move from sitting on side of bed to lying flat on the bed.,Mobility (3-day assessment period),2. Discharge Goal,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),10,"Not attempted due to environmental limitations (e.g., lack of equipment, weather constraints)"
146,162,GG0170B2-ADMISSION*,Sit to lying: The ability to move from sitting on side of bed to lying flat on the bed.,Mobility (3-day assessment period),2. Discharge Goal,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),2,Substantial/maximal assistance - Helper does MORE THAN HALF the effort. Helper lifts or holds trunk or limbs and provides more than half the effort.
146,162,GG0170B2-ADMISSION*,Sit to lying: The ability to move from sitting on side of bed to lying flat on the bed.,Mobility (3-day assessment period),2. Discharge Goal,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),3,"Partial/moderate assistance - Helper does LESS THAN HALF the effort. Helper lifts, holds or supports trunk or limbs, but provides less than half the effort."
146,162,GG0170B2-ADMISSION*,Sit to lying: The ability to move from sitting on side of bed to lying flat on the bed.,Mobility (3-day assessment period),2. Discharge Goal,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),4,Supervision or touching assistance - Helper provides verbal cues and/or touching/steadying and/or contact guard assistance as patient completes activity. Assistance may be provided throughout the activity or intermittently.
